,C_minmax,I_minmax,Q_minmax,index_minmax,C_robust,I_robust,Q_robust,index_robust,C_percentile,I_percentile,Q_percentile,index_percentile
2019-04-01,0.4021739130434782,0.21875000000000006,0.39015288936809256,0.33702560080385696,0.2328244274809159,0.0,0.17311339802963663,0.1353126085035175,0.4720670391061452,0.10893854748603352,0.21787709497206703,0.26629422718808193
2019-05-01,0.4347826086956522,0.24999999999999994,0.3927053151380018,0.3591626412778846,0.2900763358778626,0.04999999999999982,0.1789445204130605,0.17300695209697428,0.5418994413407822,0.13966480446927373,0.24581005586592178,0.3091247672253259
2019-06-01,0.5543478260869563,0.24999999999999994,0.4233566291792495,0.4092348184220686,0.49999999999999967,0.04999999999999982,0.24896871680472732,0.2663229056015756,0.7094972067039106,0.13966480446927373,0.2681564245810056,0.37243947858473
2019-07-01,0.5217391304347824,0.24999999999999994,0.39044004830887546,0.3873930595812192,0.44274809160305295,0.04999999999999982,0.17376942452291996,0.22217250537532426,0.6871508379888268,0.13966480446927373,0.22346368715083798,0.3500931098696462
2019-08-01,0.5326086956521738,0.2812500000000001,0.38767136512934613,0.4005100202605067,0.46183206106870206,0.10000000000000009,0.16744425313063424,0.24309210473311216,0.6983240223463687,0.17597765363128492,0.20670391061452514,0.3603351955307263
2019-09-01,0.4456521739130433,0.3125,0.3878718582635385,0.38200801072552726,0.3091603053435111,0.1499999999999999,0.16790228799938325,0.20902086444763143,0.5698324022346368,0.21508379888268156,0.2122905027932961,0.3324022346368715
2019-10-01,0.4130434782608693,0.3125,0.3673434961507385,0.3642956581372026,0.25190839694656436,0.1499999999999999,0.12100439454360756,0.1743042638300573,0.4972067039106145,0.21508379888268156,0.17318435754189945,0.2951582867783985
2019-11-01,0.35869565217391275,0.3125,0.3461463110771699,0.3391139877503609,0.15648854961832004,0.1499999999999999,0.07257854733377449,0.12635569898403148,0.3743016759776536,0.21508379888268156,0.1452513966480447,0.24487895716945998
2019-12-01,0.31521739130434767,0.3125,0.25871522142184716,0.29547753757539824,0.08015267175572487,0.1499999999999999,0.0,0.07671755725190826,0.2541899441340782,0.21508379888268156,0.08379888268156424,0.1843575418994413
2020-01-01,0.31521739130434767,0.2812500000000001,0.2984487195442614,0.29830537028286974,0.08015267175572487,0.10000000000000009,0.0,0.060050890585241656,0.2541899441340782,0.17597765363128492,0.09497206703910614,0.1750465549348231
